timestamp,course_id,drive_state,steer_us,throttle_us,image_filename,distance_0,distance_1,distance_2,distance_3,distance_4
1770048762.0185688,1,MOVING,1500,1300,images/00000/1770048762018.jpg,0.5887576341629028,0.2603797912597656,0.382800817489624,-1.0,0.3588399887084961
1770048762.046694,1,MOVING,1500,1300,images/00000/1770048762046.jpg,0.6134135723114014,0.2773895263671875,0.39195990562438965,-1.0,0.35847198963165283
1770048762.0713685,1,MOVING,1500,1300,images/00000/1770048762071.jpg,0.6134135723114014,0.2773895263671875,0.39195990562438965,-1.0,0.35847198963165283
1770048762.0967867,1,MOVING,1500,1300,images/00000/1770048762096.jpg,0.6134135723114014,0.2773895263671875,0.39195990562438965,-1.0,0.35847198963165283
1770048762.1221676,1,MOVING,1500,1300,images/00000/1770048762122.jpg,0.6134135723114014,0.2773895263671875,0.39195990562438965,-1.0,0.35847198963165283
1770048762.1456478,1,MOVING,1500,1300,images/00000/1770048762145.jpg,0.5169978141784668,0.26933443546295166,0.37920260429382324,-1.0,0.340930700302124
1770048762.1705449,1,MOVING,1500,1300,images/00000/1770048762170.jpg,0.5169978141784668,0.26933443546295166,0.37920260429382324,-1.0,0.340930700302124
1770048762.195994,1,MOVING,1500,1300,images/00000/1770048762195.jpg,0.5169978141784668,0.26933443546295166,0.37920260429382324,-1.0,0.340930700302124
1770048762.2213466,1,MOVING,1500,1300,images/00000/1770048762221.jpg,0.5169978141784668,0.26933443546295166,0.37920260429382324,-1.0,0.340930700302124
1770048762.2447953,1,MOVING,1500,1300,images/00000/1770048762244.jpg,0.5281195640563965,0.2775939702987671,0.40655720233917236,-1.0,0.34080803394317627
1770048762.2651284,1,MOVING,1500,1300,images/00000/1770048762265.jpg,0.5281195640563965,0.2775939702987671,0.40655720233917236,-1.0,0.34080803394317627
1770048762.2951589,1,MOVING,1500,1300,images/00000/1770048762295.jpg,0.5281195640563965,0.2775939702987671,0.40655720233917236,-1.0,0.34080803394317627
1770048762.320489,1,MOVING,1500,1300,images/00000/1770048762320.jpg,0.5281195640563965,0.2775939702987671,0.40655720233917236,-1.0,0.34080803394317627
1770048762.3443465,1,MOVING,1500,1300,images/00000/1770048762344.jpg,0.5347026586532593,0.2923548221588135,0.4041856527328491,-1.0,0.3222036361694336
1770048762.364719,1,MOVING,1500,1300,images/00000/1770048762364.jpg,0.5347026586532593,0.2923548221588135,0.4041856527328491,-1.0,0.3222036361694336
1770048762.394661,1,MOVING,1500,1300,images/00000/1770048762394.jpg,0.5347026586532593,0.2923548221588135,0.4041856527328491,-1.0,0.3222036361694336
1770048762.4895892,1,MOVING,1500,1300,images/00000/1770048762489.jpg,0.5699487924575806,0.2962392568588257,0.37854838371276855,-1.0,0.3165609836578369
1770048762.5149977,1,MOVING,1501,1300,images/00000/1770048762514.jpg,0.5699487924575806,0.2962392568588257,0.37854838371276855,-1.0,0.3165609836578369
1770048762.5353854,1,MOVING,1521,1300,images/00000/1770048762535.jpg,0.6092429161071777,0.3140667676925659,0.36174309253692627,-1.0,0.3117361068725586
1770048762.5566015,1,MOVING,1538,1300,images/00000/1770048762556.jpg,0.6092429161071777,0.3140667676925659,0.36174309253692627,-1.0,0.3117361068725586
1770048762.5769343,1,MOVING,1556,1300,images/00000/1770048762576.jpg,0.6092429161071777,0.3140667676925659,0.36174309253692627,-1.0,0.3117361068725586
1770048762.6643856,1,MOVING,1629,1300,images/00000/1770048762664.jpg,0.6568374633789062,0.34371113777160645,0.3451422452926636,-1.0,0.30617523193359375
1770048762.6898348,1,MOVING,1646,1300,images/00000/1770048762689.jpg,0.6568374633789062,0.34371113777160645,0.3451422452926636,-1.0,0.30617523193359375
1770048762.7152104,1,MOVING,1667,1300,images/00000/1770048762715.jpg,0.6568374633789062,0.34371113777160645,0.3451422452926636,-1.0,0.30617523193359375
1770048762.7355917,1,MOVING,1688,1300,images/00000/1770048762735.jpg,0.6768320798873901,0.379325270652771,0.43423891067504883,-1.0,0.3087512254714966
1770048762.7580867,1,MOVING,1705,1300,images/00000/1770048762758.jpg,0.6768320798873901,0.379325270652771,0.43423891067504883,-1.0,0.3087512254714966
1770048762.7784708,1,MOVING,1724,1300,images/00000/1770048762778.jpg,0.6768320798873901,0.379325270652771,0.43423891067504883,-1.0,0.3087512254714966
1770048762.7997658,1,MOVING,1741,1300,images/00000/1770048762799.jpg,0.6768320798873901,0.379325270652771,0.43423891067504883,-1.0,0.3087512254714966
1770048762.8289862,1,MOVING,1758,1300,images/00000/1770048762828.jpg,0.6768320798873901,0.379325270652771,0.43423891067504883,-1.0,0.3087512254714966
1770048762.8494155,1,MOVING,1783,1300,images/00000/1770048762849.jpg,0.7195608615875244,0.3724968433380127,0.34800446033477783,-1.0,0.18334531784057617
1770048762.8716865,1,MOVING,1800,1300,images/00000/1770048762871.jpg,0.7195608615875244,0.3724968433380127,0.34800446033477783,-1.0,0.18334531784057617
1770048762.8971994,1,MOVING,1818,1300,images/00000/1770048762897.jpg,0.7195608615875244,0.3724968433380127,0.34800446033477783,-1.0,0.18334531784057617
1770048762.9226172,1,MOVING,1840,1300,images/00000/1770048762922.jpg,0.7195608615875244,0.3724968433380127,0.34800446033477783,-1.0,0.18334531784057617
1770048762.947556,1,MOVING,1861,1300,images/00000/1770048762947.jpg,0.5759185552597046,0.3763812780380249,0.3265378475189209,-1.0,0.33508360385894775
1770048762.9726086,1,MOVING,1882,1300,images/00000/1770048762972.jpg,0.5759185552597046,0.3763812780380249,0.3265378475189209,-1.0,0.33508360385894775
1770048763.00018,1,MOVING,1903,1300,images/00000/1770048763000.jpg,0.5759185552597046,0.3763812780380249,0.3265378475189209,-1.0,0.33508360385894775
1770048763.026576,1,MOVING,1925,1300,images/00000/1770048763026.jpg,0.5759185552597046,0.3763812780380249,0.3265378475189209,-1.0,0.33508360385894775
1770048763.0478213,1,MOVING,1500,1300,images/00000/1770048763047.jpg,0.8109472990036011,0.36538219451904297,0.3368009328842163,-1.0,0.3624790906906128
1770048763.9835942,1,MOVING,1500,1630,images/00000/1770048763983.jpg,0.7154719829559326,0.3750319480895996,0.3475137948989868,-1.0,0.6529121398925781
1770048764.009046,1,MOVING,1501,1630,images/00000/1770048764009.jpg,0.7154719829559326,0.3750319480895996,0.3475137948989868,-1.0,0.6529121398925781
1770048764.0367527,1,MOVING,1521,1630,images/00000/1770048764036.jpg,0.7154719829559326,0.3750319480895996,0.3475137948989868,-1.0,0.6529121398925781
