timestamp_ms,filename,steer_us,thr_us,sonar_front_m,sonar_front_left_m,sonar_front_right_m,sonar_left_m,sonar_right_m
1769513211422,images/frame_00000000_1769513211422.jpg,1500,1500,0.5075525045394897,0.5427577495574951,0.8028513193130493,0.534866213798523,0.9175443649291992
1769513211543,images/frame_00000001_1769513211543.jpg,1500,1500,3.6852654218673706,0.5381373167037964,0.8019517660140991,0.5383008718490601,0.9217967987060547
1769513211652,images/frame_00000002_1769513211652.jpg,1500,1500,0.5718705654144287,0.5344982147216797,0.8024015426635742,0.5345799922943115,0.9215923547744751
1769513211760,images/frame_00000003_1769513211760.jpg,1500,1500,-1.0,0.5343755483627319,0.8022379875183105,0.5432484149932861,0.917667031288147
1769513211907,images/frame_00000004_1769513211907.jpg,1500,1500,0.6226544380187988,0.5381373167037964,0.8059588670730591,0.5349071025848389,0.5788216590881348
1769513212009,images/frame_00000005_1769513212009.jpg,1500,1500,-1.0,0.538341760635376,0.8064086437225342,0.5347435474395752,0.9178714752197266
1769513212117,images/frame_00000006_1769513212117.jpg,1500,1500,3.9230746030807495,0.5385462045669556,0.802033543586731,0.5345799922943115,0.9175852537155151
1769513212245,images/frame_00000007_1769513212245.jpg,1500,1500,-1.0,0.5384235382080078,0.8026468753814697,0.5340484380722046,0.9222874641418457
1769513212354,images/frame_00000008_1769513212354.jpg,1500,1500,1.1528184413909912,0.5383826494216919,0.8026059865951538,0.4605304002761841,0.8107019662857056
1769513212462,images/frame_00000009_1769513212462.jpg,1500,1500,-1.0,0.5387097597122192,0.806981086730957,0.5306546688079834,0.9134963750839233
1769513212570,images/frame_00000010_1769513212570.jpg,1500,1500,-1.0,0.5382190942764282,0.8023197650909424,0.5383008718490601,0.9132101535797119
1769513212679,images/frame_00000011_1769513212679.jpg,1500,1500,-1.0,0.5434119701385498,0.8031375408172607,0.4341162443161011,0.9307923316955566
1769513212780,images/frame_00000012_1769513212780.jpg,1500,1500,-1.0,0.5382599830627441,0.8029330968856812,0.5342119932174683,0.9215514659881592
1769513212882,images/frame_00000013_1769513212882.jpg,1500,1500,3.9131386280059814,0.5384644269943237,0.803014874458313,0.5345799922943115,0.9131283760070801
1769513212982,images/frame_00000014_1769513212982.jpg,1500,1500,3.9316203594207764,0.5390368700027466,0.8067357540130615,0.5381782054901123,0.9177488088607788
1769513213124,images/frame_00000015_1769513213124.jpg,1500,1500,0.5072253942489624,0.5381782054901123,0.8026059865951538,0.5384644269943237,0.9175443649291992
1769513213249,images/frame_00000016_1769513213249.jpg,1500,1500,3.9360363483428955,0.5387915372848511,0.8028922080993652,0.5380555391311646,0.9175443649291992
1769513213349,images/frame_00000017_1769513213349.jpg,1500,1500,0.8364619016647339,0.5349479913711548,0.8064495325088501,0.5383826494216919,1.021320104598999
1769513213452,images/frame_00000018_1769513213452.jpg,1500,1500,3.9314159154891968,0.54831862449646,0.5180609226226807,0.5338848829269409,0.9216741323471069
1769513213553,images/frame_00000019_1769513213553.jpg,1500,1500,3.9320701360702515,0.5433710813522339,0.7985988855361938,0.5386279821395874,0.9175852537155151
1769513213707,images/frame_00000020_1769513213707.jpg,1500,1500,1.5268690586090088,0.5390368700027466,0.8029739856719971,0.5340893268585205,0.91713547706604
1769513213809,images/frame_00000021_1769513213809.jpg,1500,1500,-1.0,0.5383826494216919,0.8025650978088379,0.538341760635376,0.8784546852111816
1769513213933,images/frame_00000022_1769513213933.jpg,1500,1500,3.9270408153533936,0.5347844362258911,0.8024424314498901,0.5427168607711792,0.9138643741607666
1769513214052,images/frame_00000023_1769513214052.jpg,1500,1500,0.5760412216186523,0.5381782054901123,0.8028922080993652,0.5346208810806274,0.9175443649291992
1769513214191,images/frame_00000024_1769513214191.jpg,1500,1500,-1.0,0.5379328727722168,0.8030966520309448,0.534866213798523,0.9182803630828857
1769513214320,images/frame_00000025_1769513214320.jpg,1500,1500,1.9956181049346924,0.5383008718490601,0.8018699884414673,0.5383826494216919,0.9128830432891846
1769513214430,images/frame_00000026_1769513214430.jpg,1500,1500,-1.0,0.5384235382080078,0.8019517660140991,0.538832426071167,0.9129648208618164
1769513214552,images/frame_00000027_1769513214552.jpg,1500,1500,-1.0,0.5380964279174805,0.8021562099456787,0.542839527130127,0.9128012657165527
1769513214706,images/frame_00000028_1769513214706.jpg,1500,1500,0.577226996421814,0.5429213047027588,0.8024424314498901,0.16220581531524658,0.8365027904510498
1769513214831,images/frame_00000029_1769513214831.jpg,1500,1500,-1.0,0.5389142036437988,0.8018699884414673,0.538341760635376,0.9165630340576172
1769513214951,images/frame_00000030_1769513214951.jpg,1500,1500,0.573219895362854,0.5380555391311646,0.802483320236206,0.5385870933532715,0.9128421545028687
1769513215077,images/frame_00000031_1769513215077.jpg,1500,1500,0.5807843208312988,0.5380146503448486,0.8018290996551514,0.538341760635376,0.9165630340576172
1769513215179,images/frame_00000032_1769513215179.jpg,1500,1500,0.8680689334869385,0.5385870933532715,0.7979037761688232,0.5349071025848389,0.9204065799713135
1769513215288,images/frame_00000033_1769513215288.jpg,1500,1500,3.9240150451660156,0.538341760635376,0.801501989364624,0.5345799922943115,0.919629693031311
1769513215410,images/frame_00000034_1769513215410.jpg,1500,1500,-1.0,0.5384644269943237,0.8022788763046265,0.5336804389953613,2.1595003604888916
1769513215534,images/frame_00000035_1769513215534.jpg,1500,1500,0.5685994625091553,0.5049765110015869,0.7977402210235596,0.5339666604995728,0.9150501489639282
1769513215657,images/frame_00000036_1769513215657.jpg,1500,1500,0.5063667297363281,0.5378919839859009,0.802524209022522,0.5382190942764282,0.9210608005523682
1769513215767,images/frame_00000037_1769513215767.jpg,1500,1500,-1.0,0.5386279821395874,0.8021562099456787,0.5345799922943115,0.9208154678344727
1769513215876,images/frame_00000038_1769513215876.jpg,1500,1500,-1.0,0.5341711044311523,0.8021153211593628,0.5347026586532593,0.9255176782608032
1769513216033,images/frame_00000039_1769513216033.jpg,1500,1500,2.0031007528305054,0.5385870933532715,0.8062450885772705,0.5349479913711548,0.9292385578155518
1769513216164,images/frame_00000040_1769513216164.jpg,1500,1500,-1.0,0.5400999784469604,0.3663226366043091,0.5342119932174683,0.9287478923797607
1769513216271,images/frame_00000041_1769513216271.jpg,1500,1500,2.004818081855774,0.8586645126342773,0.6686952114105225,0.5345799922943115,0.9161950349807739
1769513216424,images/frame_00000042_1769513216424.jpg,1500,1500,-1.0,0.5390777587890625,0.5717887878417969,0.5350706577301025,0.9199568033218384
1769513216563,images/frame_00000043_1769513216563.jpg,1500,1500,3.9274905920028687,0.5342937707901001,0.8021153211593628,0.5382190942764282,0.9247816801071167
1769513216665,images/frame_00000044_1769513216665.jpg,1500,1500,2.9233028888702393,0.538341760635376,0.8021970987319946,0.5382190942764282,0.9247816801071167
1769513216767,images/frame_00000045_1769513216767.jpg,1500,1500,3.918944835662842,0.5389550924301147,0.8063268661499023,0.5386279821395874,0.9209790229797363
1769513216874,images/frame_00000046_1769513216874.jpg,1500,1500,3.9275314807891846,0.5345391035079956,0.810497522354126,0.5342937707901001,0.5773087739944458
